"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"46",18498,2182,17283,12423,8456,4558,6020,11611,2006,17519,7726,14960,7298,5367,2332,7675,14085,11556,1380,8582,2426,17847,2349,13828,14046,18281,453,17351,8402,2130,488,1038,12756,1669,9089,7211,17521,4570,8626,15593,4577,18234,3233,9337,8095,8013,6775,18944,9403,15654,312,2813,6537,17436,13702,8020,6372,5223,17053,2932,7171,1369,7398,10628,15615,9771,4070,10900,2160,13979,5453,36,1270,7222,596,7636,6500,4389,13178,7378,9145,16528,9557,528,13747,13702,15189,18402,4207,7131,4025,13174,2639,15170,4317,12542,9357,12822,8981,14635
"47",9644,18368,2807,1682,18059,18996,16687,321,4574,1658,10046,18093,9291,1161,17339,882,12463,1168,3554,12528,5127,9878,6379,11710,11626,1807,8991,12207,4584,3399,18350,13860,14679,1983,10958,15025,15305,14003,6149,13184,8458,15599,16496,7691,2010,16496,12575,10582,18785,18526,18169,1200,7269,514,11235,12431,1261,336,306,10869,12125,15765,3378,13993,7047,14603,8160,3071,14916,5165,18067,16939,12808,9530,17787,13373,6426,4558,6330,5837,16069,3390,13234,8358,5343,16336,434,4662,7966,13444,6664,18840,14542,17802,10616,3275,13715,1044,15560,1255
"48",1589,17190,1230,16677,5944,10744,15865,14090,11122,9061,8179,16721,4130,10518,4490,17357,6135,16495,10901,13240,17172,13099,9748,18507,12153,7235,7186,9472,5620,8758,4364,17968,18219,6969,13832,8736,8260,8645,14044,13036,11376,11753,1819,12400,2617,8343,6023,2549,1189,16401,5986,8082,16418,3386,18200,18711,16063,16417,10051,7856,6315,2003,9285,3664,13919,4102,12487,2038,2268,15980,1413,4588,8535,5033,11723,1544,8343,212,2649,13062,8067,16745,8379,9773,15999,4523,13953,17194,2179,10364,5990,5152,11082,7067,8659,18509,9460,12900,13400,970
"49",6221,16022,6371,2257,12567,8340,17085,14262,17620,5605,8112,17316,7572,18920,13552,4032,3595,12356,4226,13343,12764,6330,12992,11838,1140,18828,2411,11520,2630,10188,4420,7885,8132,11221,8533,18314,2831,14820,8522,9677,12295,3212,12244,16237,3754,4136,3251,4617,14389,7324,15431,497,14306,16387,18672,214,7703,8510,7797,14027,5114,9955,11548,18265,17050,2311,16392,12634,4850,12757,15570,13373,15760,293,15176,15914,15215,5371,3631,12933,10993,8925,15863,9591,9172,8607,9428,473,14071,2762,13024,5159,2342,15305,3311,6505,17929,12304,5185,8740
"50",17207,15713,2699,10282,5806,16873,4493,6517,2118,2213,10640,4535,12555,2419,13599,10304,2252,1029,2859,10574,10323,12114,9189,9006,2369,8291,735,15243,3845,15573,9501,9611,1627,6493,17704,328,8087,11094,6919,15854,4209,9713,11795,9639,10727,9164,17973,11652,7765,17362,13106,6275,4089,17341,12523,18968,18100,15961,18001,15632,16690,14091,700,818,10707,7207,13599,9122,10827,10788,17888,10197,9770,6955,6809,9150,18663,15971,6908,17179,16969,1030,5977,8248,12675,16490,14981,3826,5352,7512,14805,248,2771,76,17067,4538,9695,10980,1402,10979
"51",26,6424,13005,286,12337,3567,11386,7216,8439,4521,12716,4417,7497,1473,10352,9019,367,16906,12054,13154,5278,2358,4243,1611,6353,18136,15072,5066,4511,8596,7452,14835,16019,16800,1702,7122,2310,5831,5942,2942,16216,9266,6259,14387,16308,305,681,14313,11892,13218,10048,3728,14357,10490,18182,4678,16415,14397,5520,2131,12151,1550,18285,14812,14320,945,15584,5972,5073,11487,2616,9865,6791,16201,12319,9027,13257,9914,17044,1285,7317,14601,4367,10323,17854,2273,298,18142,4802,17126,1216,8117,16896,16498,518,3295,10945,13503,7473,17731
"52",10001,16359,14496,8794,2073,10428,16463,15725,6449,15447,12856,18424,16543,7671,10764,14039,1731,5243,18776,2797,8544,2284,10695,1325,10553,3719,5997,10617,18129,18573,8171,2239,2111,14806,5496,5144,15868,14572,12035,7563,6599,6388,8879,9013,9356,16736,5249,15183,10460,3487,4742,11492,860,13847,16610,4999,761,2089,18511,14066,8697,11553,11520,11179,5439,12054,15050,9799,6880,16161,3816,9339,3903,3102,14885,5660,654,6343,15126,17666,14760,13749,17332,1792,12515,9479,13289,5007,11463,17694,15760,7715,9174,7733,11223,17388,6553,13745,2387,16192
"53",2213,4551,16735,3517,14429,14345,6489,5086,17286,268,14927,3313,3239,2465,16887,9007,3176,2861,11583,3170,10890,13480,16484,4977,13672,12434,10393,13091,11371,18005,13950,17186,6041,4077,16631,14460,18640,11622,17076,7433,13846,495,9655,1324,3039,5618,1494,402,13088,9521,14224,12210,13808,14593,3310,18443,1296,15290,13461,8986,7837,3690,1777,4208,6431,10251,16648,18312,2100,7853,10492,5150,9956,6788,2596,17958,4566,3064,5283,15732,4165,11527,14741,1766,13677,2816,5044,7473,4799,14399,10796,11053,14639,9232,1963,7309,417,13588,8270,6978
"54",4636,15204,7908,13930,1654,1776,13740,16212,13579,11785,14484,10552,16388,8763,6030,176,9118,1424,6003,10287,18849,8351,17382,6909,5843,7325,6014,3925,4213,9276,7719,2993,17100,8176,895,4102,15860,17902,10502,8584,9875,9293,1464,8303,869,9124,2494,13011,4217,12325,3553,17490,1731,6312,11042,8568,10145,15605,14415,8744,15087,15266,18886,17863,10233,12810,528,5171,14244,13477,2919,2364,3580,17565,1129,13872,13552,2756,5278,14658,15613,15143,15099,5681,13467,16643,4290,11670,6912,7348,10173,3416,12210,3806,17994,8926,4351,7477,18300,7098
"55",7377,12637,9213,9565,12826,4577,18968,1923,15184,3074,4399,1698,13378,11919,12580,12933,5917,17933,13253,4932,9137,10473,8056,2718,2694,7812,11965,10669,13498,1550,2501,4553,8080,4876,12407,17929,5235,1125,6160,2177,18905,18020,14371,12120,1054,647,5204,2834,3574,5959,13854,8419,16870,3236,15698,12921,2681,16817,1733,13087,4199,14619,7862,16673,17751,8006,15861,5567,17872,14921,10504,9559,13023,6889,8067,9721,15589,12610,1151,872,15506,15416,325,18072,16828,18643,14299,1852,15204,13052,14585,8495,15913,10887,18728,511,15136,7558,8638,1604
"56",5566,8343,12431,15101,14036,5999,11357,5658,18709,18061,14537,4099,2944,4518,17259,6602,594,12047,7692,5106,247,1959,433,5607,357,9855,10206,15566,3293,18636,2908,18659,5246,9137,17692,8423,2061,5644,2571,5443,13266,17630,11744,17144,6050,15537,9274,5291,2339,10429,7625,2356,1962,8317,18191,2804,11574,1202,4003,14382,461,18216,10537,10502,11011,16961,13405,15407,11174,1112,10071,3054,427,6913,9491,3717,18150,15459,5702,8190,1936,3280,13082,11999,16935,7377,5271,7988,5211,12708,950,8442,9902,9407,13636,15442,18882,12393,14893,4778
"57",10540,5454,13127,4073,5823,8879,9211,5260,4573,18832,1736,3866,2253,2949,10992,6693,1807,1570,12,5621,15834,11148,16896,11438,6219,1312,15470,14730,11317,4380,8459,8816,10135,24,2477,4869,8425,7083,3820,4728,18359,18348,8332,1628,1372,15884,12310,15679,11449,5805,2705,13667,10839,9303,9138,18284,11182,12532,2202,5797,14532,8279,16168,16556,3787,18063,7702,17345,10754,4395,6905,18631,11537,16459,16038,4869,11535,9379,3293,10238,3705,18281,3560,4640,17675,8893,5295,1155,1126,421,16311,13682,14239,9895,2448,13702,4082,12840,15763,18789
"58",14778,2934,15215,5908,17672,4338,42,15592,6293,17745,18075,10894,16335,15067,8443,10650,8853,15462,14569,3589,11588,7482,5206,5061,4896,18765,17821,7235,16984,12925,3517,3988,7324,3065,14782,3095,12817,13889,489,9228,4787,9610,4254,15012,12712,14535,11031,3964,16901,11653,2533,18673,9644,17419,4189,12749,3449,14132,14833,12410,897,7540,16296,11695,7725,6051,2007,2313,17988,11719,15650,10349,5449,14639,688,15501,8074,9169,11144,1006,15837,3139,7881,13359,1524,13134,1298,1647,9742,9626,7455,4175,12422,8733,4253,10838,15629,17884,14650,11239
"59",10017,7343,11761,9421,18410,3203,15596,11452,13126,13793,16914,14305,2649,389,15405,14907,18498,12634,7334,6245,7705,1052,2736,16499,5610,13315,2780,17706,14211,10595,17565,18678,8340,14972,8176,6572,7393,17889,1439,994,10634,1289,11279,11656,5686,14949,7019,17212,11119,3952,11997,6231,16972,2094,9301,1820,15552,15717,5961,18422,5308,18966,1925,816,246,5106,9215,1267,1300,2918,15792,13829,14899,1952,7889,11081,2471,12837,13404,12042,2901,977,4478,13493,12075,4670,11459,10271,11937,16488,4936,10613,841,4719,750,9287,12133,17413,17659,11598
"60",3275,4858,12914,921,1395,18286,5802,4060,7818,9858,5696,10594,12864,12749,16064,15152,3125,12599,14759,12803,17991,17308,5337,11863,5985,9994,16646,8781,491,3285,4710,4254,4252,2834,12644,12087,4572,3495,2245,3339,15257,7969,18059,6060,2583,17136,14029,373,1322,11398,10004,6307,13234,17245,12428,17202,13587,1070,12749,5095,14516,10175,12379,17139,906,4085,7084,5907,10832,4117,8970,11354,18946,6132,3480,10487,568,12190,14212,5674,16390,12796,8346,732,14242,5328,1512,18345,16994,10149,11251,18527,15061,5151,988,14738,15116,1032,7916,14850
"61",6864,8750,16578,6905,18741,7253,13646,17984,8123,5645,8152,658,6113,4374,9129,18021,8805,17959,9534,7090,5678,1862,12161,12973,7357,2362,13055,15811,7424,18053,17610,14142,9811,7617,10198,10236,3887,6252,8211,1151,558,15693,14320,4773,5243,16265,105,14610,6036,7981,16950,12271,2761,17909,2542,6890,8597,18299,968,11760,5009,12941,17436,480,7038,3683,4761,8502,4266,12443,15418,10741,12102,9455,6487,12450,7901,18752,2040,11310,18207,11808,10017,1300,153,16771,18571,9125,13242,3941,11702,14022,1029,17530,5644,7141,8489,14033,14766,13246
"62",4046,5247,14670,14556,18898,8402,202,8929,14851,8708,213,5443,2502,17335,6925,9838,3120,13428,9978,18864,5159,6547,12298,3876,5741,11820,13665,8677,11618,14185,14415,6496,924,7528,15058,13691,6457,3673,1223,6556,4267,11216,2083,12416,12292,8415,3434,11889,1845,1976,2593,5657,3152,741,6625,2456,3726,5464,4299,14821,9054,5500,11232,9968,13369,8318,4944,14085,1364,3296,5849,12183,783,5750,16594,12877,109,11193,12682,7299,7490,3333,7873,13852,15088,1648,3826,6295,6887,15151,17034,957,13615,10897,8313,4475,7304,16916,5286,987
"63",16629,3043,7236,3005,807,8166,15414,7972,17553,14549,15746,15797,17270,7979,4985,16905,7256,10583,18272,3010,6712,11078,800,9841,2841,18724,7997,12977,4327,6599,1854,10017,6710,16767,1414,16402,888,6147,1007,10266,11407,2440,17735,18781,13803,11198,16560,5653,6337,383,5915,964,8611,13872,13742,14279,17285,13935,2555,10246,15829,761,17948,7894,6633,13702,5660,3215,13393,15595,10146,2235,10520,10492,9800,4732,1343,5107,905,17516,4782,11748,3619,11466,11301,11700,3613,12257,4435,13704,2682,2212,4696,14416,9902,13943,7899,17266,16561,4175
"64",7113,566,10627,1685,1796,5746,12157,18685,5618,7912,17317,16899,10972,15939,2700,11548,6106,14435,4707,8207,11892,2921,1551,16658,16440,8123,3838,14540,7734,4828,13438,18324,12640,8291,9046,3367,18748,9988,17309,8179,7586,13799,102,649,17372,2694,16300,10727,1934,15347,448,15967,10085,15222,8224,1340,9055,14132,16391,18203,13485,1978,7403,4490,7812,16684,11689,4102,6070,12887,1060,3125,6701,2211,10678,14492,2826,17369,5157,16865,1785,6232,14287,11114,13483,17683,10910,1860,17549,13894,18027,1842,6885,18334,40,9474,926,15099,1205,16161
"65",10991,10225,5867,16283,13308,1203,10285,13589,10658,13551,1709,3925,2870,15471,16334,18578,385,1775,3105,8250,16017,14014,4556,11507,3832,422,4169,14350,12162,12138,9037,12783,16137,10375,560,10263,6385,2763,1195,14929,7316,530,419,12976,13626,12989,5974,1042,18010,10440,2657,2002,15176,15485,14112,14964,1794,18833,12110,2873,13315,5879,1126,10009,14027,4862,18392,11155,15106,385,1589,8190,1564,11394,17615,3319,13421,12265,2571,4561,17570,9530,13952,2931,18595,18632,7278,3014,15483,12123,9115,10385,3248,11591,17378,9403,2222,7975,2052,10691
"66",16855,2012,16645,17536,1350,14152,10106,15047,635,14321,6416,3508,17258,16288,8398,14546,5608,8979,1891,18319,13113,14852,17317,7791,5926,7441,6806,224,6767,15740,18824,6638,9330,10340,13587,17474,10709,3776,2180,16067,513,18470,11866,11323,46,4365,11527,2944,10666,16833,5848,10272,1491,16045,18701,8279,14138,18945,6013,13048,11024,17987,2588,9159,2017,7034,7641,17822,11282,4022,11225,7502,17605,18600,17233,18940,17139,350,217,912,7393,3709,16242,10127,11148,17260,7985,8746,2079,5252,5755,18966,12890,11403,7758,18492,2486,8839,14432,11703
"67",1241,18332,565,7761,9845,7841,16632,8283,7876,2929,2741,15190,15318,10692,2351,8020,14489,10361,9943,1594,2791,18396,13876,14331,1772,2009,13664,7201,7917,1650,12367,4136,5582,2700,4560,8958,10785,10276,929,9969,509,3672,769,16387,13476,15301,6913,17640,6555,17786,14655,10752,5289,8960,2025,15035,3292,7107,2366,5513,1666,5566,11577,16290,3569,315,7662,11826,18320,13609,17547,18861,6825,1919,5029,9390,8641,12489,1132,17102,5875,13727,16073,18222,3647,9491,11565,18296,6404,5707,9384,7417,16988,973,17327,16288,14300,11301,9756,4087
"68",16309,12030,3761,13896,10948,8097,5125,9800,18029,2206,1381,14352,3222,10461,1870,8476,9638,11571,6294,18444,797,7244,3375,5089,17429,13707,12629,12230,1041,18205,6423,3936,8947,9270,1278,7409,11205,11592,7078,1423,13697,4194,4049,18210,4745,12533,8319,1864,370,4039,5672,12562,8146,14493,12925,13018,10086,2416,1141,5620,4543,8689,12723,12082,18766,12401,3987,2179,2605,2417,16348,6978,5958,16365,13858,1678,8067,9782,7191,12435,15325,4373,18096,4183,10122,14816,5107,6408,2409,6566,9305,5913,17963,12193,9517,10720,2109,13947,8983,2982
"69",12671,6067,8924,8555,18969,16577,14336,2598,9020,12053,15892,11959,8479,5320,694,15395,10083,1566,16715,10999,14669,138,9276,904,2832,10422,5965,1615,13734,13097,8076,5754,18012,10729,9753,10561,5636,16137,17903,3039,607,16724,14687,13182,1417,11029,5069,410,9480,16536,8122,18103,9103,9664,6542,17537,16494,14272,13080,11374,5969,10543,17017,2007,8310,17198,10521,7469,9727,2325,12037,1525,16030,10690,119,7802,14228,2058,17680,4392,4744,189,9369,11292,3767,1732,12555,12189,17053,16149,7800,7048,10468,18390,12044,4355,11940,4134,3334,8727
"70",7113,5883,15823,7871,12350,2417,13052,16607,16227,6127,15538,2890,15785,705,9362,2257,1551,8757,985,4303,7379,12780,5391,2788,5439,3934,14488,12304,11204,4002,15745,13253,2257,17985,3000,7515,15536,5373,17314,16176,14759,3292,2971,13431,2606,2283,14598,4626,780,7057,4165,15660,2144,11288,7415,13196,5478,3476,10216,15902,17603,15282,18515,8660,14837,1412,4590,11469,7270,14400,779,14658,5168,2995,3874,15431,8616,14366,6392,8143,3700,5661,9252,3509,9227,14591,16163,7742,17455,2756,13490,17386,15985,7875,14916,14726,10962,14507,7891,2401
"71",4715,3630,10533,7789,8159,2362,10821,1799,14112,5903,16614,6818,7179,15793,1487,10630,5953,11377,13290,9142,8329,10002,17851,17292,10005,8141,1069,17097,11250,8782,17134,16897,5151,11485,963,10530,14050,13885,12503,6356,11791,11537,15427,14985,16287,10052,14824,16223,478,3023,10928,7751,4628,8278,17807,12143,7364,7356,6180,3726,15853,13888,5187,444,4284,2211,5255,11605,2022,1553,71,9163,10097,12745,6216,4984,8141,10303,13840,16337,7670,14358,9007,8704,11927,3997,16409,5849,11272,7181,16343,3841,2008,12877,7886,5336,14448,16026,18389,7322
"72",9697,4427,10520,17810,16632,3002,300,13198,11126,4429,1877,9975,16057,12597,17274,14174,3066,14872,14196,1097,3963,12691,6865,13435,1161,10220,15130,14030,13185,8088,1387,3366,2605,10854,5553,1813,12711,18,8602,1130,1623,9394,15205,13757,9257,9113,13621,18414,15526,10648,1869,1487,14688,10439,1568,7221,3566,11463,6195,16680,7543,18210,17534,8919,10069,12029,4979,7898,10325,3489,8959,8485,2885,3550,18758,17870,13908,15977,7935,2532,5662,8556,531,14202,10201,9624,2653,429,14239,957,14221,3760,9660,18200,10210,113,10228,3001,12160,2208
"73",878,10188,16056,16202,17952,5519,14108,5292,16270,15530,7508,18624,5973,15607,13224,3368,12590,16672,12395,10325,9378,2490,17525,18318,8537,14357,11059,8606,13534,17834,6975,16897,6596,7902,14812,18207,2788,5553,12730,9019,11755,6779,14181,7717,9216,7310,12947,347,1492,7546,9246,4825,13210,17568,2922,633,1484,10289,14255,3831,15970,5807,16176,16982,7711,3487,16948,16038,5599,6432,13033,11474,6382,1346,9037,14505,12741,18327,17590,14724,7990,15004,5129,11506,2190,17800,5772,18657,8471,7889,14195,4289,8351,15713,1526,3276,155,1690,13070,13971
"74",16314,12197,5891,970,6533,789,14481,12336,18217,5239,12811,14625,14796,14741,18158,677,9859,18189,1914,4841,8880,18147,15302,9223,17119,8701,16715,2648,17709,12369,11038,2925,5997,2774,9,15639,4717,16889,17315,3951,9724,18745,2405,7116,5485,12103,2610,1603,7511,16171,5161,7147,7887,4710,3973,10,13933,12394,11130,12819,6027,865,15476,12353,18000,14572,12621,752,2633,8880,15582,3016,15003,8323,12325,15539,14516,1150,17281,13932,13166,5686,17248,13981,7552,11510,17328,18638,11584,4267,10936,2544,519,3023,15722,18982,18641,10414,3412,17309
"75",10536,4456,12741,3154,3844,5995,660,1167,16184,4576,13341,4266,13821,17670,14870,17783,16974,16809,18941,10147,6287,1503,9108,6437,14228,3103,201,15655,17039,9051,17746,18121,16029,10115,3853,6476,2878,3798,10557,15060,16293,8905,182,18450,6920,16786,7723,17941,9285,13369,1910,6792,13097,1351,11714,16786,9087,10512,7722,5719,7786,4239,13072,11478,16624,18875,11964,10763,4770,539,7594,340,5905,3146,8928,10859,6686,12111,8516,3236,10498,7472,11548,5878,16379,16042,16681,16518,16265,18368,16303,838,17233,6378,10535,18178,12719,5706,9913,1362
"76",17590,15332,13823,12531,16738,18658,13798,8162,2884,15961,15029,7053,4764,29,7718,11593,14249,15100,2364,4584,15477,570,7219,16634,18610,3965,15873,1813,5234,16367,10135,1198,4860,12854,9503,17192,6092,1611,5885,15959,4824,5411,8179,155,7475,12517,12841,6217,1608,18029,17714,17636,14393,1620,7797,8659,10885,2838,17904,7899,7740,5647,16696,6235,14939,136,4340,3884,5739,7001,4216,12036,17973,417,14027,2314,14953,13339,8924,14989,15293,7001,2827,4872,4480,5352,16232,10744,16230,912,16800,8091,9742,18201,3834,2738,11397,15527,18197,5720
"77",13846,4586,7110,15959,7631,10652,9743,2250,1819,7319,13038,16722,8766,11858,1216,8644,13780,11390,12872,6655,13236,232,11422,11824,8710,8076,4862,2397,6839,8815,9915,1530,4224,5280,10766,13292,13367,4443,8935,18442,13301,18245,10945,2765,7795,3977,6934,11715,14817,183,16194,15679,8998,6624,187,16562,4259,8714,7075,18355,9064,1214,9322,11969,8077,16969,7908,14324,13342,9957,1262,12509,1655,8813,3683,4431,5903,13652,14222,8832,8701,14823,13899,941,1802,8292,8987,390,2649,16544,4311,11802,3042,1211,924,3933,1743,10616,7781,5113
"78",16473,16402,16201,7479,6538,1560,13666,12922,2207,18652,5620,14666,10409,10227,5128,12997,4508,2978,14071,16027,18949,17653,1397,14994,7047,4443,4206,10762,2903,7856,10793,3966,18283,3976,16130,651,7309,15228,584,4185,4602,4755,11138,7821,2252,4107,6053,15843,14312,3971,17608,12523,4924,12764,16408,16256,2172,9096,15275,17110,2612,2243,1724,18550,9205,1523,7863,10762,15818,2108,3801,18679,8617,5293,6292,6707,2492,18596,15373,7787,18161,498,6452,12726,17851,11571,351,18787,8924,2401,12509,5424,4862,562,15653,3417,17875,3434,3771,16974
"79",13214,13503,6264,140,728,7919,1363,17132,10000,790,281,7169,18805,1046,8984,2122,17952,18872,5734,4010,899,1607,9261,2617,959,14059,13568,15646,9805,15304,13961,17855,14659,13366,18758,17096,10874,10916,2812,10443,12098,15179,5178,2284,2559,428,18401,3040,3978,10863,11759,5993,14842,313,1842,13499,13155,4082,13459,9727,3158,12576,12701,4294,12662,12737,2241,18557,18137,1771,12644,6331,3177,5803,3262,442,6297,1707,18196,17160,9445,13682,14489,4597,7618,18999,2653,10378,12190,3643,16211,16015,5211,2597,2743,9020,12840,15610,17840,16300
"80",3885,10147,8877,8219,8514,1168,1042,9311,7037,7889,10462,10852,2276,5689,15157,17707,12459,4842,16277,166,7448,7194,1500,2822,9386,9607,7672,16950,16246,181,9820,14415,13286,17693,4921,7701,13392,483,17183,5725,4245,1546,3721,13636,16567,7636,15655,18206,1142,10840,17487,15482,11460,17262,9846,5194,535,15887,9202,3264,8179,16097,1281,4589,4395,11772,10314,3487,17570,6051,2012,17116,4293,14904,15280,262,9440,8871,4017,6658,13220,4221,6058,8765,18378,10570,7439,12941,16096,6267,12114,4538,3721,9033,5048,61,8430,8273,18359,4119
"81",3909,6866,15890,4243,4565,11677,4801,18749,1880,5901,11413,8437,17439,397,5140,7353,4735,18830,10749,5620,12945,10520,17640,13909,17580,11692,2702,7733,4672,15635,12803,9388,2091,2990,9628,496,11508,4207,13127,15406,11568,221,1070,9416,3488,13528,13520,7738,5457,10960,8432,15150,5329,597,159,13696,8976,9886,3251,4155,18588,11894,13613,18961,2798,10236,8512,3096,15647,4155,12744,13724,187,529,17697,10574,7259,11793,4278,11308,2035,11532,4084,1425,13631,1921,17085,1237,448,2695,11910,16929,18174,15000,3204,15056,5892,2985,13174,3552
"82",56,6072,15748,6801,8477,1246,18336,13831,17974,7663,11810,11421,10077,14388,14457,3855,6195,8714,3401,3764,6591,12285,6301,8038,3118,4004,8552,5598,9193,3309,18710,15433,6213,16555,7652,13034,18931,441,12985,5619,10342,4337,9024,1602,3141,4857,16381,15612,10046,17755,11417,7059,10128,17697,117,3749,5951,5892,7466,7562,9876,18162,11293,13728,11062,9876,711,5872,9130,8733,17588,14678,5502,10850,4978,10900,8661,17645,14406,11545,6575,14888,8308,8745,9457,1734,6769,4844,10145,7794,2611,13990,14249,8411,14919,11683,17901,15934,11836,18364
"83",845,18007,5137,5824,14992,14451,5707,12821,11302,15580,8545,11105,11996,5372,7722,3740,14527,338,4709,8418,17158,13280,16248,1945,3599,4820,18415,1754,10343,18291,17400,423,12116,15011,6503,587,17717,11167,13148,15071,14494,14146,123,6252,4755,1939,10120,2237,9868,332,16736,12077,12724,7922,15786,8430,13726,6634,6982,13337,4191,849,11172,3033,10298,14947,1393,8886,3921,8708,1041,13953,838,12477,3641,15989,13575,5527,800,10220,18507,2841,18950,14121,3620,13883,13415,12,967,17795,8135,12042,7208,10651,12323,10663,13221,121,2521,2663
"84",13566,5247,16265,5684,3114,4752,8972,9001,7676,494,15076,15626,12844,16041,4619,407,9165,15898,5758,18140,4173,11732,5299,7807,5900,9244,8716,5148,7849,17079,10220,6468,16663,10044,8795,5548,14641,842,14387,3129,7186,1906,13431,4730,8862,393,5657,2002,18748,5220,18210,864,9643,16442,16628,18359,897,10107,3854,9372,3794,15806,15519,13039,14717,9346,17978,12867,16546,3953,1915,2782,10324,9113,11421,1241,18703,8775,9987,6295,12137,10611,2514,12614,4288,1140,14550,8963,5283,3792,4804,4764,8876,2625,18194,17339,16789,2622,4720,14283
"85",17630,6060,2797,12335,8140,11233,16293,6053,1073,16979,8163,1763,7109,17293,1064,1784,8394,11802,18309,14987,3850,7222,4135,18019,16776,18681,8820,6662,7481,18070,9941,16871,847,5148,9994,2725,3137,10202,7153,1003,9293,1975,18136,5771,15261,2585,1004,13870,13704,2648,14297,4573,4437,13857,2596,11843,16649,2318,4459,5435,2105,2006,10172,4438,16152,7318,11690,1847,8367,5090,10502,15602,11440,10894,12739,8768,12956,18806,17385,10470,8610,4090,7662,12417,15680,11453,3244,15407,10515,402,14264,4588,16253,15605,460,11186,687,8748,4443,2035
"86",7361,10472,16779,4455,11892,17246,14764,10650,12942,1221,13378,12178,2648,521,13448,15469,14500,17151,12375,15176,900,9812,10213,17553,7404,10805,18212,744,7364,2687,5895,8198,15518,18337,13507,5850,16965,13881,4546,9266,4781,17819,9270,17067,2569,17382,9942,109,18130,13429,8754,4555,16026,4269,6129,4860,4652,16948,18385,6458,11769,5254,17469,7095,17503,5276,9412,6392,7593,3516,17340,10918,12088,16904,15977,12285,165,1192,6036,1904,11160,16718,17618,10073,18542,1290,15742,9031,3474,16013,619,14183,1955,17433,778,13203,17025,4960,18984,8496
"87",12577,11601,13105,18568,13488,8721,6505,3429,11054,13297,10651,7701,10086,14574,14714,11620,3354,4461,12767,7893,4637,9685,8428,13609,1781,17602,8152,13791,260,15134,5496,18149,13039,11162,830,14011,7856,17897,17015,1406,12621,13842,14420,2245,18592,14802,15437,15009,13091,13186,10204,18388,3020,15328,12840,5618,4537,14570,3283,2948,10377,11340,17500,10501,12250,15280,4688,3552,14383,9076,4405,14835,9608,5182,402,6292,13610,6123,14294,11218,973,3559,3214,7149,4050,12743,12627,11874,2490,11640,2636,9948,17002,11877,14610,5560,1,7720,17807,1505
"88",5168,2363,13330,14758,5996,1835,1959,18167,668,4813,14263,16808,13599,18574,12150,14695,17245,13656,11640,11839,4744,14080,12963,8512,2525,10105,15875,18810,18318,16832,1993,15936,7887,15977,3574,14236,8540,4739,346,17612,8539,15551,16367,6214,14150,11462,14938,17368,17337,5902,18672,18523,4327,15749,9814,6898,10320,9914,3354,15791,13396,2067,256,8725,4526,14263,658,3216,5762,15632,5905,15579,771,1735,4132,7872,12575,6760,10241,17758,1973,7788,17899,14530,15356,5471,5962,17545,7762,309,8362,12215,13083,10285,6771,14575,11722,17018,8294,15238
"89",13135,16520,2628,3794,13395,2714,13283,15943,1427,7129,9097,13691,4860,15071,1651,4714,5584,7872,11273,6270,17095,13279,10186,13755,33,8057,12030,4998,17378,9396,1665,8268,3957,2531,18534,6129,9892,7520,12343,17373,18832,7152,15169,11966,7283,3574,1253,17980,15068,4788,14420,12311,2894,6710,1300,5458,12863,6409,2063,7752,12394,4175,14634,16740,2195,15602,16211,2647,10371,17088,3794,1549,8465,11432,5616,15437,13103,14256,10041,11714,12032,7062,10660,17058,6595,7509,6421,1986,12964,10418,14646,3387,18439,3622,10681,11198,12969,13671,14810,10243
"90",9339,18069,10388,10586,17660,9689,10716,6126,17837,11287,17941,6187,8729,14587,6354,13669,16297,6728,9187,7920,6266,10593,17523,11130,3161,778,18438,10045,2313,1563,17003,14707,11401,15164,6701,17422,10455,13407,11789,18310,1223,12546,5007,6852,17238,18547,9875,14950,15889,2406,989,15098,9295,12370,17979,8043,11270,2595,6238,18019,3867,15504,3563,8479,6274,11898,2495,14647,10865,6864,11277,10504,3595,7505,2279,6590,14617,3584,15904,1873,12896,9158,8504,11808,8456,1114,7656,15565,16944,11397,18834,8961,15465,15762,14827,15572,15304,13525,16011,15571
"91",16483,9589,10739,3870,3242,14282,13995,1271,11476,3706,11834,17885,10475,17191,16245,4302,3439,16198,704,13179,3925,12805,6026,14369,6614,3476,13591,10081,14311,10864,18251,4169,1264,3098,14291,11211,10578,3994,2298,172,11120,903,11761,12245,16233,4945,3349,11266,2870,15376,14391,4768,7349,14261,3484,18140,2884,8792,2975,1134,424,18867,7285,8042,5870,832,12451,17984,16703,5138,12506,8177,8794,7679,18271,18928,11227,980,5282,2594,15398,582,8386,12761,13631,8497,13387,16454,7937,17468,15067,17227,14610,17835,10274,13861,6698,5423,6163,4911
