@relation MarketBasket

@attribute fruitveg {T,F}
@attribute  freshmeat {T,F}
@attribute dairy {T,F}
@attribute  cannedveg {T,F}
@attribute  cannedmeat {T,F}
@attribute  frozenmeal {T,F}
@attribute  beer {T,F}
@attribute  wine {T,F}
@attribute  softdrink {T,F}
@attribute  fish {T,F}
@attribute  confectionery {T,F}

@data
?,T,T,T,T,T,?,T,T,T,T
T,T,T,T,?,T,?,T,?,T,T
T,T,T,?,?,T,T,T,T,T,T
?,T,T,T,?,T,T,T,T,?,?
T,?,T,T,?,T,T,T,T,T,T
T,T,T,T,T,T,T,?,T,?,?
T,T,T,T,?,T,T,?,T,T,?
T,T,T,?,T,T,T,T,T,T,T
T,T,?,?,T,T,T,T,T,?,?
?,T,T,?,T,?,?,T,T,T,T
T,T,T,T,T,T,T,?,T,T,?
T,?,T,?,T,T,T,?,?,T,T
?,T,T,T,T,T,T,T,T,T,?
T,T,T,T,?,T,T,T,?,?,T
T,T,T,T,T,T,T,?,T,T,T
T,T,?,T,T,T,?,T,T,?,T
T,T,T,T,T,T,T,T,T,T,T
?,T,T,T,T,T,?,?,T,?,?
T,T,?,T,T,T,T,?,?,T,?
?,?,T,T,?,T,T,T,?,T,T
T,?,T,T,T,?,T,T,T,T,T
T,T,?,T,T,?,T,?,T,T,?
?,T,T,T,T,T,T,?,T,?,?
T,T,T,T,T,T,T,?,T,T,?
?,T,T,?,T,?,?,T,T,?,T
T,T,T,?,?,T,?,T,T,T,T
T,T,T,T,T,T,T,T,T,T,T
?,T,T,T,T,T,T,T,T,?,T
?,T,T,?,T,?,T,T,T,?,T
T,?,T,T,?,T,T,T,T,T,T
T,?,T,?,T,T,T,?,T,T,T
T,T,T,T,T,T,T,?,T,T,T
T,T,T,T,T,T,T,T,T,T,T
T,T,?,T,?,?,T,T,T,T,T
T,T,T,T,T,T,T,T,T,?,T
?,T,T,?,T,?,?,T,T,T,T
?,T,T,T,T,T,T,T,T,?,T
T,?,T,T,T,T,T,?,T,T,T
T,T,T,T,T,T,T,T,T,?,T
T,?,?,T,T,T,T,?,T,T,T
T,T,T,T,T,T,T,?,T,T,T
?,?,T,T,?,T,?,T,T,?,?
?,T,T,?,T,?,?,?,T,?,T
?,?,T,?,T,?,?,T,T,?,T
?,T,?,T,T,T,T,T,T,?,?
T,T,T,T,T,T,T,T,T,?,T
?,?,?,T,?,T,T,T,?,T,T
T,T,T,?,T,?,?,?,T,T,T
T,?,T,T,T,T,T,?,T,T,?
T,T,?,?,T,T,T,?,?,?,?
?,T,T,T,?,T,T,T,T,?,?
T,T,T,?,?,T,T,?,T,T,T
?,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,?,T
T,T,T,T,T,T,T,?,T,T,?
T,?,T,T,T,T,?,T,T,?,T
T,T,?,T,T,T,T,T,T,?,T
T,T,T,T,T,T,T,?,T,T,?
?,T,T,T,?,T,T,T,T,T,T
T,T,T,T,T,T,T,?,T,T,?
?,T,T,T,T,T,T,?,T,?,T
T,T,T,T,?,T,T,T,T,T,T
?,T,T,T,T,T,T,T,T,T,T
?,?,?,?,T,T,T,T,?,T,?
T,?,T,T,?,T,T,T,T,T,T
T,T,T,?,T,T,T,?,T,T,T
T,T,T,T,T,?,T,T,?,T,T
T,T,?,T,T,T,T,T,T,T,T
T,?,T,T,T,T,T,?,?,T,T
?,T,T,T,T,?,T,T,?,?,T
?,?,T,T,T,?,T,T,T,T,T
T,T,T,T,T,?,?,T,T,?,?
T,?,T,T,?,?,T,T,T,T,T
T,?,T,?,T,?,?,?,T,T,T
T,T,T,?,T,T,T,?,T,?,T
T,T,T,T,?,?,T,T,T,?,T
T,T,?,T,T,T,T,?,T,T,?
T,T,T,T,T,T,T,T,T,?,T
?,T,?,T,T,T,?,T,T,?,T
?,T,T,?,T,T,T,T,T,?,T
T,T,T,T,T,T,T,?,T,?,?
T,T,T,T,T,T,T,T,T,?,T
T,T,T,?,T,T,T,T,T,T,?
T,T,T,?,T,T,?,?,?,T,?
T,?,T,?,?,?,?,T,?,T,T
T,T,T,T,?,T,T,T,T,T,T
T,T,T,T,?,?,T,T,T,T,T
T,T,T,T,?,T,?,T,?,T,T
T,T,?,T,T,T,T,T,T,T,T
T,T,T,?,?,T,T,T,T,?,T
?,?,T,?,T,T,T,T,T,?,T
T,T,T,?,?,?,T,T,?,T,T
?,T,T,T,T,T,T,T,T,?,T
T,T,T,T,T,?,T,T,T,?,T
T,T,T,?,T,?,?,?,T,T,T
T,T,?,T,T,T,T,T,T,?,T
T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,T,T
T,T,T,?,T,T,?,T,T,T,T
T,T,T,?,T,?,?,T,T,T,?
T,T,?,?,T,?,?,T,?,T,T
T,T,T,T,T,T,T,T,T,?,T
T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,?,T,?,?
T,T,T,?,T,T,T,T,T,T,T
T,?,T,?,T,T,T,T,T,T,T
T,T,T,T,T,?,T,?,?,T,T
T,T,T,T,T,T,?,?,T,?,T
T,T,T,T,?,T,T,T,T,?,T
?,?,T,?,?,T,T,T,T,T,T
T,T,T,?,T,?,T,T,T,T,T
?,T,T,?,T,T,T,?,T,?,T
?,T,T,?,T,?,?,T,T,?,?
T,T,T,T,T,?,T,T,T,T,T
T,T,T,T,T,T,T,T,T,?,T
T,T,T,?,T,T,?,T,T,?,T
T,T,T,T,T,?,?,T,T,T,T
T,?,?,?,?,?,?,?,?,T,T
T,T,T,?,T,T,T,T,T,T,T
?,?,T,T,?,T,T,?,?,T,?
T,T,T,?,T,?,?,T,T,T,T
T,?,T,T,?,T,T,?,T,T,?
?,T,T,T,T,?,T,?,T,?,T
T,T,?,T,T,T,T,T,T,?,?
T,T,T,T,?,T,T,?,T,T,?
?,T,T,T,T,T,T,?,T,T,T
?,T,T,T,T,T,T,T,?,T,T
T,T,T,T,T,T,T,?,T,?,?
T,T,T,T,T,T,T,T,?,T,T
T,?,T,T,T,T,T,T,?,T,T
T,T,T,?,T,?,T,T,?,?,T
T,T,T,?,T,?,?,T,T,T,?
T,T,T,?,?,?,?,T,T,T,T
?,?,?,?,?,T,T,T,?,T,T
T,T,T,?,T,?,?,?,?,T,T
T,T,T,T,?,T,T,?,T,T,?
T,T,T,?,?,T,T,T,T,T,T
T,T,T,T,T,T,T,?,T,?,T
T,T,T,T,T,T,T,T,T,?,T
T,T,T,T,T,T,?,T,?,T,T
T,T,T,T,T,T,T,?,T,T,?
T,T,T,T,T,T,T,T,T,T,?
?,T,T,?,T,T,?,?,T,?,T
T,?,?,T,T,?,T,T,T,T,?
T,?,T,T,T,T,T,T,T,?,T
T,T,T,T,T,?,?,T,T,T,T
?,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,?,?,T,T
T,?,?,T,T,T,T,?,T,T,T
?,T,T,?,T,T,T,T,?,?,T
T,T,T,T,T,T,T,?,?,T,?
T,T,T,T,T,T,?,T,T,T,T
T,T,T,?,T,T,T,T,T,T,T
T,T,?,T,T,T,T,T,T,T,T
T,T,?,T,T,T,T,T,T,T,?
T,T,T,?,T,?,T,T,?,T,T
T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,?,T,T,T,T,T,T
?,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,?,?,?,T,T
T,T,T,?,?,T,T,?,?,T,?
?,T,T,T,T,T,?,?,T,T,T
?,T,T,T,T,T,T,?,?,T,T
T,T,?,?,T,T,?,T,?,T,T
?,T,?,T,T,T,T,T,T,?,?
T,T,T,T,T,T,?,T,T,T,T
T,?,T,T,T,?,T,T,T,T,T
?,T,?,T,T,T,T,T,T,?,?
T,T,T,T,?,T,T,T,T,?,T
T,T,T,T,T,T,?,T,T,T,?
T,T,T,T,T,T,T,?,?,T,T
?,T,?,?,?,?,?,T,T,T,T
?,T,?,?,T,T,T,?,?,?,?
T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,?,T,T,T,?
T,?,?,T,T,T,T,T,T,T,?
T,T,T,T,?,T,T,?,T,T,?
T,T,T,T,T,T,T,T,T,T,T
?,?,T,T,T,T,T,T,T,?,?
T,T,?,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,?,T,T,T
T,T,?,T,T,T,T,T,T,?,T
T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,?,T,?,T,T
T,?,?,T,?,T,T,T,T,T,T
T,T,T,?,?,?,?,T,T,T,T
?,T,T,T,T,T,?,T,T,T,T
?,T,T,?,T,T,T,T,?,T,T
?,T,T,T,T,T,?,?,T,T,?
?,?,T,T,?,T,T,T,T,?,T
T,T,T,T,T,T,T,T,T,?,T
T,T,T,T,T,T,?,T,T,T,T
?,?,T,?,T,?,?,T,T,T,T
T,T,?,?,T,T,?,T,T,T,T
T,T,T,T,T,?,T,T,T,T,T
?,T,T,?,T,T,?,?,?,T,?
?,T,T,T,T,T,T,T,?,?,T
T,?,T,T,T,T,T,T,?,T,T
T,?,T,T,T,?,T,?,T,T,?
T,?,T,T,T,?,T,T,T,T,?
?,T,T,T,T,T,T,T,T,?,T
T,T,T,T,T,T,?,T,T,T,T
T,T,T,?,T,?,?,T,T,T,T
?,T,?,T,?,?,T,T,T,T,T
T,T,T,T,T,T,T,?,T,T,?
?,T,?,?,T,?,?,T,T,T,T
T,T,T,?,T,T,T,?,T,?,?
?,T,T,?,T,T,T,?,T,T,?
T,T,T,T,T,T,T,T,T,T,T
T,?,T,?,?,T,T,?,?,?,?
T,T,T,?,T,?,?,T,T,T,T
T,?,T,T,T,T,T,T,T,T,T
?,T,?,T,T,?,T,T,T,?,T
T,T,T,T,T,?,T,T,T,T,T
?,T,T,T,?,T,?,T,T,T,T
?,T,?,T,T,T,T,?,T,T,?
?,?,T,?,T,T,T,?,?,?,?
T,?,T,T,T,T,T,T,T,T,T
?,T,T,?,T,T,T,T,T,T,T
T,T,?,T,T,?,?,T,T,T,?
T,T,T,T,?,T,T,?,T,?,?
T,?,?,T,?,T,T,T,T,T,?
T,T,T,T,T,T,T,?,T,T,T
?,T,T,?,T,?,?,T,T,T,?
?,T,T,?,T,?,?,T,T,?,?
T,T,?,T,T,T,T,T,T,T,?
T,T,?,T,T,T,T,?,T,T,?
?,T,?,?,T,T,T,T,T,T,T
T,T,T,T,?,?,T,T,T,T,?
T,T,T,T,?,T,T,?,T,T,T
T,T,T,?,T,?,?,?,T,T,T
T,T,T,?,T,T,?,T,T,T,T
?,?,T,T,T,T,T,T,?,?,T
?,T,?,T,T,T,T,T,T,?,T
T,T,T,T,?,T,T,T,T,T,T
T,?,?,?,T,?,?,T,T,T,T
?,?,?,T,T,T,T,T,?,?,T
T,T,T,T,?,?,?,T,T,T,T
T,T,T,T,T,T,T,T,T,T,T
T,T,T,?,T,?,T,T,T,T,T
T,T,T,T,T,T,T,T,?,T,T
?,T,T,T,T,T,T,T,T,T,?
T,T,T,?,T,?,?,T,T,T,T
T,?,T,?,?,?,?,T,?,?,T
T,T,T,T,?,T,?,T,T,T,T
T,T,T,T,T,T,T,?,T,T,?
?,T,T,T,T,T,T,T,?,T,?
T,T,T,T,T,T,?,T,?,T,T
T,T,T,T,T,T,T,T,?,T,?
T,?,T,?,T,T,T,T,?,T,T
T,T,T,T,?,T,T,?,T,T,?
T,T,T,T,T,T,?,T,T,?,T
T,T,T,T,?,T,?,T,T,?,T
?,T,T,T,T,T,?,T,?,?,T
T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,?,T,T,T,T
T,T,?,T,T,T,T,T,?,T,T
T,T,?,?,T,T,?,?,?,T,T
?,?,T,T,T,T,T,T,?,?,T
?,?,T,?,?,?,?,T,T,?,T
?,T,T,T,T,T,T,T,T,T,T
T,T,?,?,T,T,T,T,T,T,T
?,T,?,?,T,?,?,T,T,?,T
?,T,?,T,T,T,T,T,T,?,T
T,?,?,?,T,?,?,T,T,?,?
T,T,T,T,T,T,T,T,T,T,T
T,T,T,?,T,T,T,T,T,T,T
?,T,T,T,T,T,T,?,T,T,T
T,T,?,T,T,T,T,T,T,T,T
T,T,T,T,T,?,T,T,?,T,T
?,T,T,T,?,?,T,T,T,T,T
T,T,T,?,T,?,?,T,T,?,T
T,T,T,T,T,T,?,T,T,T,?
?,T,T,?,?,?,?,?,?,?,T
T,T,T,T,T,T,?,T,T,T,T
T,?,T,?,T,T,T,?,T,T,?
T,T,T,T,T,T,T,?,T,T,?
T,?,T,T,T,T,T,T,?,T,T
T,T,?,T,?,?,T,T,T,?,?
T,?,T,T,T,?,T,T,T,T,?
T,T,T,T,T,T,T,?,T,T,T
T,T,T,T,?,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,T,T
T,T,T,?,T,?,?,?,T,T,T
T,?,T,T,T,T,T,T,T,?,T
?,T,T,T,T,T,?,?,T,?,T
?,T,T,T,T,?,T,T,T,T,T
T,T,?,T,T,T,T,T,T,T,T
T,T,T,?,T,?,?,T,T,T,?
?,T,T,?,T,?,T,T,T,T,T
?,?,T,T,?,T,T,T,?,?,T
?,?,T,?,T,?,?,T,T,T,T
T,T,T,?,T,T,T,T,T,?,?
T,T,T,T,T,T,T,T,T,T,T
T,T,T,?,?,T,?,T,T,T,T
T,T,T,?,?,T,T,?,?,?,?
?,?,T,T,T,T,T,?,T,T,T
?,?,T,?,T,?,?,T,T,T,T
T,?,T,T,T,T,T,T,T,?,T
?,T,T,T,T,T,T,T,T,?,T
T,T,?,T,T,T,T,T,T,?,T
T,T,T,T,T,T,?,?,T,T,?
?,T,T,T,T,?,T,T,T,T,?
T,T,T,?,T,?,T,?,T,T,T
T,?,T,T,T,T,T,T,T,T,T
T,T,?,T,T,T,T,?,T,T,T
T,T,T,T,T,T,T,T,?,T,T
?,T,T,?,T,T,T,?,?,?,?
?,T,?,T,T,T,T,T,T,?,T
?,?,T,T,T,T,T,?,T,T,?
?,T,T,T,?,?,T,T,?,?,?
T,T,T,T,T,?,?,T,T,T,?
T,T,T,?,?,T,?,?,T,T,?
?,T,T,T,?,?,T,T,T,T,T
T,T,T,T,?,?,?,T,T,T,T
T,T,T,?,T,?,T,T,T,T,T
?,T,T,?,T,T,T,T,T,T,T
?,T,T,T,T,T,T,T,?,?,T
T,T,T,T,T,?,?,T,T,T,?
?,T,T,?,T,?,?,T,?,T,?
T,T,T,T,?,T,T,?,?,?,?
T,T,T,T,T,T,T,T,?,T,?
T,T,T,?,T,T,T,T,T,T,?
T,T,T,?,T,?,?,T,T,T,?
T,?,?,?,T,?,?,T,T,T,?
T,T,T,?,T,?,?,T,T,?,T
T,T,T,T,?,T,T,?,T,T,T
?,T,T,T,T,?,T,?,T,T,T
T,T,T,T,?,T,T,T,?,T,T
T,?,T,?,T,?,?,?,T,T,T
T,?,T,?,?,?,?,T,?,T,?
T,T,T,T,T,T,T,T,T,T,T
T,?,T,T,T,T,T,T,T,T,?
?,?,T,T,T,?,T,T,T,T,T
T,T,?,T,T,T,T,T,T,T,T
T,T,T,T,T,T,?,T,?,T,T
T,T,T,T,T,T,T,?,?,T,?
T,?,T,T,T,?,T,T,T,T,T
T,?,T,T,?,T,?,?,T,T,T
T,?,T,?,?,?,T,T,T,T,?
?,T,T,?,T,T,T,?,?,T,T
T,T,T,T,T,T,T,T,T,?,T
T,T,?,T,T,?,T,T,T,T,T
T,T,T,T,?,T,T,T,T,T,T
T,T,?,T,T,T,T,?,T,T,?
T,T,T,?,T,?,?,T,T,T,T
?,T,T,T,T,T,?,T,T,?,T
T,T,T,T,T,T,?,T,T,T,T
?,T,T,?,T,T,T,T,T,?,?
?,?,T,?,?,?,?,T,T,?,T
?,T,T,T,T,?,T,?,T,T,?
T,T,T,T,T,T,T,?,T,T,T
T,T,T,T,T,?,T,T,T,T,T
T,T,?,?,T,?,?,?,T,T,T
?,T,T,T,?,T,T,T,T,?,T
?,T,T,T,T,T,T,?,T,T,?
T,?,?,?,T,T,T,?,T,?,T
T,T,T,T,T,T,?,?,T,T,T
T,T,T,T,T,T,?,T,T,T,T
?,T,?,T,T,T,T,T,T,T,T
T,T,T,?,T,?,?,T,T,T,T
?,T,?,T,?,?,T,T,T,?,T
T,T,T,T,T,T,T,T,T,T,T
T,T,T,?,T,?,?,T,T,T,T
?,T,?,T,T,T,T,T,T,?,T
?,T,T,T,T,T,T,T,T,?,T
T,T,T,T,T,T,T,T,T,T,T
T,T,T,?,T,T,T,?,T,?,?
?,T,?,T,T,?,?,?,T,?,?
?,T,T,?,T,?,?,T,T,T,T
?,T,T,T,T,?,T,T,T,T,T
T,T,T,?,T,?,?,T,T,?,T
?,?,T,T,T,T,T,T,?,T,T
?,T,T,?,?,T,T,T,T,T,T
T,T,T,?,T,?,?,T,T,?,?
T,T,T,?,T,T,T,T,T,T,T
T,T,T,?,T,T,T,T,T,?,T
T,?,T,T,T,T,T,T,T,T,T
?,T,T,T,T,T,T,?,T,T,?
T,T,?,T,T,T,T,T,?,T,?

























































































































































































































































































































































































































































































































































































